,path,name,continent,country,culture,dateFrom,dateTo,economic,group,lang,polalign,source,url,linguisticblocs,militarydefenseblocs,religions,EconomicQuality,Education,EnterpriseConditions,Governance,Health,Individualism,Indulgence,InvestmentEnvironment,LivingConditions,LongTermOrientation,MarketAccessandInfrastructure,Masculinity,NaturalEnvironment,PersonalFreedom,PowerDistance,SafetyandSecurity,SocialCapital,UncertaintyAvoidance,politicalregionalblocs,economicblocs
190,/Event/7440884593/7442585534/7445555021,7445555021,AF,ZA,C4,2023-03-12T05:46:00,2023-03-14T02:12:00,C17,7440884593,eng,,dailymaverick.co.za,,,,Christian,74.0,102.0,63.0,49.0,129.0,65.0,63.0,48.0,102.0,34.0,68.0,63.0,140.0,38.0,49.0,136.0,40.0,49.0,AU,AfCFTA
191,/Event/7440884593/7442585534/7445837138,7445837138,EU,IE,C4,2023-03-12T05:46:00,2023-03-14T06:57:00,C2,7440884593,eng,,irishtimes.com,,Eng,,Christian,74.0,102.0,63.0,49.0,129.0,65.0,63.0,48.0,102.0,34.0,68.0,63.0,140.0,38.0,49.0,136.0,40.0,49.0,,EU
192,/Event/7440884593/7442599333,7442599333,SA,GY,,2023-03-10T21:28:00,2023-03-12T06:08:00,C20,7440884593,eng,,stabroeknews.com,,Por,,Christian,,,,,,,,,,,,,,,,,,,,
193,/Event/7440884593/7442615168,7442615168,AF,UG,,2023-03-10T21:28:00,2023-03-12T06:30:00,C5,7440884593,eng,Center-left,monitor.co.ug,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
194,/Event/7440884593/7442645873,7442645873,AF,KE,C20,2023-03-10T21:28:00,2023-03-12T06:55:00,C17,7440884593,eng,Independent,the-star.co.ke,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
195,/Event/7440884593/7442748194,7442748194,EU,UK,C4,2023-03-10T21:28:00,2023-03-12T08:36:00,C2,7440884593,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
196,/Event/7440884593/7442758753,7442758753,,,,2023-03-10T21:28:00,2023-03-12T08:45:00,,7440884593,eng,,shorenewsnetwork.com,,,,,,,,,,,,,,,,,,,,,,,,
197,/Event/7440884593/7442784450,7442784450,,,,2023-03-10T21:28:00,2023-03-12T09:10:00,,7440884593,eng,,terradaily.com,,,,,,,,,,,,,,,,,,,,,,,,
198,/Event/7440884593/7442789793,7442789793,AS,BH,,2023-03-10T21:28:00,2023-03-12T09:14:00,C12,7440884593,eng,Independent,gdnonline.com,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
199,/Event/7440884593/7442823576,7442823576,,,,2023-03-10T21:28:00,2023-03-12T09:47:00,,7440884593,eng,,nationalpost.com,,,,,,,,,,,,,,,,,,,,,,,,
200,/Event/7440884593/7442823576/7444220733,7444220733,EU,UK,C4,2023-03-12T09:47:00,2023-03-13T08:57:00,C2,7440884593,eng,Center-left,dailymail.co.uk,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
201,/Event/7440884593/7442823576/7444243878,7444243878,,,,2023-03-12T09:47:00,2023-03-13T09:12:00,,7440884593,eng,,chinadailyasia.com,,,,,,,,,,,,,,,,,,,,,,,,
202,/Event/7440884593/7442823576/7446510483,7446510483,,,,2023-03-12T09:47:00,2023-03-14T13:58:00,,7440884593,eng,,nationalpost.com,,,,,,,,,,,,,,,,,,,,,,,,
203,/Event/7440884593/7442955596,7442955596,AS,LK,C17,2023-03-10T21:28:00,2023-03-12T11:46:00,C18,7440884593,eng,Center,newsfirst.lk,ChatGPT,,,Buddhist,,,,,,,,,,,,,,,,,,,,
204,/Event/7440884593/7443017842,7443017842,,,,2023-03-10T21:28:00,2023-03-12T12:44:00,,7440884593,eng,,scitechdaily.com,,,,,,,,,,,,,,,,,,,,,,,,
205,/Event/7440884593/7443026332,7443026332,,,,2023-03-10T21:28:00,2023-03-12T12:54:00,,7440884593,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
206,/Event/7440884593/7443228065,7443228065,AS,IN,C18,2023-03-10T21:28:00,2023-03-12T15:57:00,C17,7440884593,eng,Independent,pragativadi.com,https:en.wikipedia.orgwikiPragativadi,,,Hindu,,,,,,,,,,,,,,,,,,,,
207,/Event/7440884593/7443427274,7443427274,,,,2023-03-10T21:28:00,2023-03-12T19:16:00,,7440884593,eng,,kxan.com,,,,,,,,,,,,,,,,,,,,,,,,
208,/Event/7440884593/7443537060,7443537060,,USA,C4,2023-03-10T21:28:00,2023-03-12T21:26:00,C2,7440884593,eng,Center-left,washingtonpost.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
209,/Event/7440884593/7443536581,7443536581,,,,2023-03-10T21:28:00,2023-03-12T21:26:00,,7440884593,eng,,observer.ug,,,,,,,,,,,,,,,,,,,,,,,,
210,/Event/7440884593/7443639299,7443639299,,,,2023-03-10T21:28:00,2023-03-12T23:42:00,,7440884593,eng,,pakistan.timesofnews.com,,,,,,,,,,,,,,,,,,,,,,,,
211,/Event/7440884593/7443650089,7443650089,AU,NZ,C4,2023-03-10T21:28:00,2023-03-12T23:57:00,C2,7440884593,eng,Center-left,stuff.co.nz,ChatGPT,Eng,,Irreligion,,,,,,,,,,,,,,,,,,,PIF,
212,/Event/7440884593/7443776752,7443776752,,,,2023-03-10T21:28:00,2023-03-13T02:25:00,,7440884593,eng,,cleantechnica.com,,,,,,,,,,,,,,,,,,,,,,,,
213,/Event/7440884593/7443776752/7444515594,7444515594,,USA,C4,2023-03-13T02:25:00,2023-03-13T11:59:00,C2,7440884593,eng,,reliefweb.int,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
214,/Event/7440884593/7443912064,7443912064,,,,2023-03-10T21:28:00,2023-03-13T04:56:00,,7440884593,eng,,newzimbabwe.com,,,,,,,,,,,,,,,,,,,,,,,,
215,/Event/7440884593/7443996396,7443996396,,,,2023-03-10T21:28:00,2023-03-13T06:14:00,,7440884593,eng,,maritime-executive.com,,,,,,,,,,,,,,,,,,,,,,,,
216,/Event/7440884593/7444064115,7444064115,,,,2023-03-10T21:28:00,2023-03-13T07:07:00,,7440884593,eng,,newsaf.cgtn.com,,,,,,,,,,,,,,,,,,,,,,,,
217,/Event/7440884593/7444307974,7444307974,,,,2023-03-10T21:28:00,2023-03-13T09:54:00,,7440884593,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
218,/Event/7440884593/7444307974/7444634762,7444634762,,,,2023-03-13T09:54:00,2023-03-13T13:11:00,,7440884593,eng,,canoe.com,,,,,,,,,,,,,,,,,,,,,,,,
219,/Event/7440884593/7444336036,7444336036,AU,AU,C4,2023-03-10T21:28:00,2023-03-13T10:10:00,C2,7440884593,eng,,au.news.yahoo.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,PIF,
220,/Event/7440884593/7444357898,7444357898,AS,QA,C19,2023-03-10T21:28:00,2023-03-13T10:23:00,C9,7440884593,eng,pro-Qatari-government-center-right,gulf-times.com,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
221,/Event/7440884593/7444472767,7444472767,AU,AU,C4,2023-03-10T21:28:00,2023-03-13T11:33:00,C2,7440884593,eng,,thenewdaily.com.au,,Eng,,Christian,,,,,,,,,,,,,,,,,,,PIF,
222,/Event/7440884593/7444492350,7444492350,EU,FR,C14,2023-03-10T21:28:00,2023-03-13T11:45:00,C2,7440884593,eng,,africanews.com,,Fre,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
223,/Event/7440884593/7444492350/7444695926,7444695926,EU,FR,C14,2023-03-13T11:45:00,2023-03-13T13:49:00,C2,7440884593,eng,,africanews.com,,Fre,NATO,Christian,30.0,28.0,18.0,21.0,20.0,71.0,48.0,18.0,20.0,63.0,16.0,43.0,14.0,28.0,68.0,38.0,43.0,86.0,,EU
224,/Event/7440884593/7444492350/7444932610,7444932610,AS,SG,C18,2023-03-13T11:45:00,2023-03-13T16:20:00,C2,7440884593,eng,Center-right,straitstimes.com,ChatGPT,,,Buddhist,30.0,28.0,18.0,21.0,20.0,71.0,48.0,18.0,20.0,63.0,16.0,43.0,14.0,28.0,68.0,38.0,43.0,86.0,,ASEAN
225,/Event/7440884593/7444492350/7445901258,7445901258,AS,TR,C14,2023-03-13T11:45:00,2023-03-14T07:43:00,C12,7440884593,eng,,aa.com.tr,,,NATO,Muslim,30.0,28.0,18.0,21.0,20.0,71.0,48.0,18.0,20.0,63.0,16.0,43.0,14.0,28.0,68.0,38.0,43.0,86.0,,
226,/Event/7440884593/7444511456,7444511456,AF,ZA,C4,2023-03-10T21:28:00,2023-03-13T11:58:00,C17,7440884593,eng,,dailymaverick.co.za,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
227,/Event/7440884593/7444511456/7445246207,7445246207,AF,EG,C19,2023-03-13T11:58:00,2023-03-13T20:28:00,C5,7440884593,eng,Uncertain,english.ahram.org.eg,https:en.wikipedia.orgwikiAl-Ahram,Ara,,Muslim,74.0,102.0,63.0,49.0,129.0,65.0,63.0,48.0,102.0,34.0,68.0,63.0,140.0,38.0,49.0,136.0,40.0,49.0,AU,AfCFTA
228,/Event/7440884593/7444511456/7445261744,7445261744,,,,2023-03-13T11:58:00,2023-03-13T20:43:00,,7440884593,eng,,urdupoint.com,,,,,74.0,102.0,63.0,49.0,129.0,65.0,63.0,48.0,102.0,34.0,68.0,63.0,140.0,38.0,49.0,136.0,40.0,49.0,,
229,/Event/7440884593/7444511456/7445668296,7445668296,,,,2023-03-13T11:58:00,2023-03-14T04:25:00,,7440884593,eng,,urdupoint.com,,,,,74.0,102.0,63.0,49.0,129.0,65.0,63.0,48.0,102.0,34.0,68.0,63.0,140.0,38.0,49.0,136.0,40.0,49.0,,
230,/Event/7440884593/7444556459,7444556459,,,,2023-03-10T21:28:00,2023-03-13T12:26:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
231,/Event/7440884593/7444573365,7444573365,AF,NG,C12,2023-03-10T21:28:00,2023-03-13T12:34:00,C5,7440884593,eng,,tribuneonlineng.com,,,,Muslim,,,,,,,,,,,,,,,,,,,AU,AfCFTA
232,/Event/7440884593/7444576483,7444576483,AS,QA,C19,2023-03-10T21:28:00,2023-03-13T12:36:00,C9,7440884593,eng,pro-Qatari-government-center-right,gulf-times.com,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
233,/Event/7440884593/7444590584,7444590584,,,,2023-03-10T21:28:00,2023-03-13T12:44:00,,7440884593,eng,,dubaieye1038.com,,,,,,,,,,,,,,,,,,,,,,,,
234,/Event/7440884593/7444590584/7445165844,7445165844,,,,2023-03-13T12:44:00,2023-03-13T19:19:00,,7440884593,eng,,urdupoint.com,,,,,,,,,,,,,,,,,,,,,,,,
235,/Event/7440884593/7444590584/7445598268,7445598268,,,,2023-03-13T12:44:00,2023-03-14T03:05:00,,7440884593,eng,,nbcpalmsprings.com,,,,,,,,,,,,,,,,,,,,,,,,
236,/Event/7440884593/7444597189,7444597189,AS,QA,C19,2023-03-10T21:28:00,2023-03-13T12:49:00,C9,7440884593,eng,pro-Qatari-government-Arab-nationalist,aljazeera.com,ChatGPT,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
237,/Event/7440884593/7444609022,7444609022,,USA,C4,2023-03-10T21:28:00,2023-03-13T12:56:00,C2,7440884593,eng,,ibtimes.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
238,/Event/7440884593/7444614881,7444614881,AF,ZA,C4,2023-03-10T21:28:00,2023-03-13T13:00:00,C17,7440884593,eng,,enca.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
239,/Event/7440884593/7444656266,7444656266,EU,IE,C4,2023-03-10T21:28:00,2023-03-13T13:24:00,C2,7440884593,eng,,irishtimes.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,,EU
240,/Event/7440884593/7444666931,7444666931,,CA,C4,2023-03-10T21:28:00,2023-03-13T13:31:00,C2,7440884593,eng,Center,ctvnews.ca,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
241,/Event/7440884593/7444666405,7444666405,,,,2023-03-10T21:28:00,2023-03-13T13:32:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
242,/Event/7440884593/7444666405/7445001725,7445001725,,,,2023-03-13T13:32:00,2023-03-13T17:08:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
243,/Event/7440884593/7444666405/7445050994,7445050994,AF,TZ,C20,2023-03-13T13:32:00,2023-03-13T17:46:00,C6,7440884593,eng,Center,thecitizen.co.tz,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
244,/Event/7440884593/7444666405/7445500070,7445500070,AS,PK,C20,2023-03-13T13:32:00,2023-03-14T01:14:00,C5,7440884593,eng,Center-right,thenews.com.pk,ChatGPT,,,Muslim,,,,,,,,,,,,,,,,,,,,
245,/Event/7440884593/7444666405/7445750297,7445750297,EU,FR,C14,2023-03-13T13:32:00,2023-03-14T05:47:00,C2,7440884593,eng,,africanews.com,,Fre,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
246,/Event/7440884593/7444666405/7445798651,7445798651,,,,2023-03-13T13:32:00,2023-03-14T06:26:00,,7440884593,eng,,newsonair.com,,,,,,,,,,,,,,,,,,,,,,,,
247,/Event/7440884593/7444666405/7445825712,7445825712,AF,ZA,C4,2023-03-13T13:32:00,2023-03-14T06:47:00,C17,7440884593,eng,,enca.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
248,/Event/7440884593/7444675627,7444675627,,,,2023-03-10T21:28:00,2023-03-13T13:37:00,,7440884593,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
249,/Event/7440884593/7444675627/7444808574,7444808574,,,,2023-03-13T13:37:00,2023-03-13T15:02:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
250,/Event/7440884593/7444675627/7444808540,7444808540,,,,2023-03-13T13:37:00,2023-03-13T15:02:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
251,/Event/7440884593/7444682932,7444682932,AF,,C20,2023-03-10T21:28:00,2023-03-13T13:41:00,C16,7440884593,eng,Center-left,namibian.com.na,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
252,/Event/7440884593/7444711933,7444711933,,,,2023-03-10T21:28:00,2023-03-13T13:59:00,,7440884593,eng,,tvcnews.tv,,,,,,,,,,,,,,,,,,,,,,,,
253,/Event/7440884593/7444714977,7444714977,,,,2023-03-10T21:28:00,2023-03-13T14:01:00,,7440884593,eng,,news.topwirenews.com,,,,,,,,,,,,,,,,,,,,,,,,
254,/Event/7440884593/7444720141,7444720141,AS,TR,C14,2023-03-10T21:28:00,2023-03-13T14:04:00,C12,7440884593,eng,,trtworld.com,,,NATO,Muslim,,,,,,,,,,,,,,,,,,,,
255,/Event/7440884593/7444722450,7444722450,AF,TZ,C20,2023-03-10T21:28:00,2023-03-13T14:06:00,C6,7440884593,eng,Center,thecitizen.co.tz,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
256,/Event/7440884593/7444755549,7444755549,EU,FR,C14,2023-03-10T21:28:00,2023-03-13T14:26:00,C2,7440884593,eng,Public broadcaster,france24.com,ChatGPT,Fre,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
257,/Event/7440884593/7444770009,7444770009,AS,CN,C18,2023-03-10T21:28:00,2023-03-13T14:36:00,C9,7440884593,eng,,uk.investing.com,,,,Irreligion,,,,,,,,,,,,,,,,,,,,
258,/Event/7440884593/7444776824,7444776824,AS,MY,C18,2023-03-10T21:28:00,2023-03-13T14:40:00,C9,7440884593,eng,Center-right,thestar.com.my,ChatGPT,,,Muslim,,,,,,,,,,,,,,,,,,,,ASEAN
259,/Event/7440884593/7444784362,7444784362,AS,IN,C18,2023-03-10T21:28:00,2023-03-13T14:45:00,C17,7440884593,eng,,deccanherald.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
260,/Event/7440884593/7444786948,7444786948,EU,DE,C5,2023-03-10T21:28:00,2023-03-13T14:46:00,C2,7440884593,eng,,dw.com,,Ger,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
261,/Event/7440884593/7444793874,7444793874,,,,2023-03-10T21:28:00,2023-03-13T14:51:00,,7440884593,eng,,jamaica-gleaner.com,,,,,,,,,,,,,,,,,,,,,,,,
262,/Event/7440884593/7444793874/7446417371,7446417371,AS,SA,C15,2023-03-13T14:51:00,2023-03-14T13:03:00,C9,7440884593,eng,,english.alarabiya.net,,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AL,
263,/Event/7440884593/7444807579,7444807579,,,,2023-03-10T21:28:00,2023-03-13T15:02:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
264,/Event/7440884593/7444858964,7444858964,,USA,C4,2023-03-10T21:28:00,2023-03-13T15:31:00,C2,7440884593,eng,,edition.cnn.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
265,/Event/7440884593/7444858964/7445235770,7445235770,AS,MY,C18,2023-03-13T15:31:00,2023-03-13T20:18:00,C9,7440884593,eng,Center-right,thestar.com.my,ChatGPT,,,Muslim,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,ASEAN
266,/Event/7440884593/7444858964/7445551980,7445551980,AS,CN,C18,2023-03-13T15:31:00,2023-03-14T02:09:00,C9,7440884593,eng,Chinese-Communist-Party,en.people.cn,ChatGPT,,,Irreligion,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,
267,/Event/7440884593/7444858964/7445774609,7445774609,,,,2023-03-13T15:31:00,2023-03-14T06:09:00,,7440884593,eng,,malawi24.com,,,,,16.0,20.0,3.0,23.0,69.0,91.0,68.0,17.0,29.0,26.0,4.0,62.0,28.0,29.0,40.0,69.0,9.0,46.0,,
268,/Event/7440884593/7444876898,7444876898,,,,2023-03-10T21:28:00,2023-03-13T15:45:00,,7440884593,eng,,kion546.com,,,,,,,,,,,,,,,,,,,,,,,,
269,/Event/7440884593/7444881402,7444881402,,,,2023-03-10T21:28:00,2023-03-13T15:46:00,,7440884593,eng,,thezimbabwemail.com,,,,,,,,,,,,,,,,,,,,,,,,
270,/Event/7440884593/7444896801,7444896801,,,,2023-03-10T21:28:00,2023-03-13T15:56:00,,7440884593,eng,,nampa.org,,,,,,,,,,,,,,,,,,,,,,,,
271,/Event/7440884593/7444916756,7444916756,,,,2023-03-10T21:28:00,2023-03-13T16:09:00,,7440884593,eng,,sg.news.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
272,/Event/7440884593/7444916756/7445072110,7445072110,,USA,C4,2023-03-13T16:09:00,2023-03-13T18:01:00,C2,7440884593,eng,,voanews.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
273,/Event/7440884593/7444916756/7445146187,7445146187,,,,2023-03-13T16:09:00,2023-03-13T19:02:00,,7440884593,eng,,urdupoint.com,,,,,,,,,,,,,,,,,,,,,,,,
274,/Event/7440884593/7444916756/7445169406,7445169406,AF,KE,C20,2023-03-13T16:09:00,2023-03-13T19:20:00,C17,7440884593,eng,,kenyastar.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
275,/Event/7440884593/7444916756/7445170632,7445170632,,,,2023-03-13T16:09:00,2023-03-13T19:20:00,,7440884593,eng,,nigeriasun.com,,,,,,,,,,,,,,,,,,,,,,,,
276,/Event/7440884593/7444916756/7446559129,7446559129,,,,2023-03-13T16:09:00,2023-03-14T14:26:00,,7440884593,eng,,observer.ug,,,,,,,,,,,,,,,,,,,,,,,,
277,/Event/7440884593/7444917754,7444917754,AS,IN,C18,2023-03-10T21:28:00,2023-03-13T16:10:00,C17,7440884593,eng,,firstpost.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
278,/Event/7440884593/7444917636,7444917636,,,,2023-03-10T21:28:00,2023-03-13T16:10:00,,7440884593,eng,,rsoe-edis.org,,,,,,,,,,,,,,,,,,,,,,,,
279,/Event/7440884593/7444921020,7444921020,AF,ZA,C4,2023-03-10T21:28:00,2023-03-13T16:12:00,C17,7440884593,eng,,news24.com,,,,Christian,,,,,,,,,,,,,,,,,,,AU,AfCFTA
280,/Event/7440884593/7444931453,7444931453,,,,2023-03-10T21:28:00,2023-03-13T16:19:00,,7440884593,eng,,thestreetjournal.org,,,,,,,,,,,,,,,,,,,,,,,,
281,/Event/7440884593/7444960616,7444960616,,USA,C4,2023-03-10T21:28:00,2023-03-13T16:39:00,C2,7440884593,eng,,ibtimes.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
282,/Event/7440884593/7444975579,7444975579,AS,IN,C18,2023-03-10T21:28:00,2023-03-13T16:49:00,C17,7440884593,eng,Center-left,indianexpress.com,ChatGPT,,,Hindu,,,,,,,,,,,,,,,,,,,,
283,/Event/7440884593/7444998689,7444998689,,,,2023-03-10T21:28:00,2023-03-13T17:09:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
284,/Event/7440884593/7445005671,7445005671,,USA,C4,2023-03-10T21:28:00,2023-03-13T17:10:00,C2,7440884593,eng,Center-left,cbsnews.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
285,/Event/7440884593/7445029267,7445029267,,,,2023-03-10T21:28:00,2023-03-13T17:27:00,,7440884593,eng,,bobrtimes.com,,,,,,,,,,,,,,,,,,,,,,,,
286,/Event/7440884593/7445028620,7445028620,,,,2023-03-10T21:28:00,2023-03-13T17:31:00,,7440884593,eng,,ca.sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
287,/Event/7440884593/7445056739,7445056739,AU,AU,C4,2023-03-10T21:28:00,2023-03-13T17:48:00,C2,7440884593,eng,Center-left-liberal,smh.com.au,ChatGPT,Eng,,Christian,,,,,,,,,,,,,,,,,,,PIF,
288,/Event/7440884593/7445058881,7445058881,,,,2023-03-10T21:28:00,2023-03-13T17:50:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
289,/Event/7440884593/7445098916,7445098916,,USA,C4,2023-03-10T21:28:00,2023-03-13T18:21:00,C2,7440884593,eng,Center-left,nytimes.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
290,/Event/7440884593/7445117440,7445117440,,,,2023-03-10T21:28:00,2023-03-13T18:36:00,,7440884593,eng,,maraviexpress.com,,,,,,,,,,,,,,,,,,,,,,,,
291,/Event/7440884593/7445151088,7445151088,,CA,C4,2023-03-10T21:28:00,2023-03-13T19:04:00,C2,7440884593,eng,,cbc.ca,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
292,/Event/7440884593/7445155476,7445155476,,,,2023-03-10T21:28:00,2023-03-13T19:09:00,,7440884593,eng,,devdiscourse.com,,,,,,,,,,,,,,,,,,,,,,,,
293,/Event/7440884593/7445168658,7445168658,,,,2023-03-10T21:28:00,2023-03-13T19:22:00,,7440884593,eng,,msn.com,,,,,,,,,,,,,,,,,,,,,,,,
294,/Event/7440884593/7445172640,7445172640,AF,NG,C12,2023-03-10T21:28:00,2023-03-13T19:22:00,C5,7440884593,eng,,newtelegraphng.com,,,,Muslim,,,,,,,,,,,,,,,,,,,AU,AfCFTA
295,/Event/7440884593/7445173962,7445173962,AF,EG,C19,2023-03-10T21:28:00,2023-03-13T19:23:00,C5,7440884593,eng,Uncertain,english.ahram.org.eg,https:en.wikipedia.orgwikiAl-Ahram,Ara,,Muslim,,,,,,,,,,,,,,,,,,,AU,AfCFTA
296,/Event/7440884593/7445173962/7445443352,7445443352,,,,2023-03-13T19:23:00,2023-03-13T23:59:00,,7440884593,eng,,english.news.cn,,,,,136.0,105.0,62.0,140.0,107.0,37.0,0.0,86.0,93.0,42.0,82.0,55.0,156.0,160.0,80.0,142.0,161.0,55.0,,
297,/Event/7440884593/7445184368,7445184368,EU,DE,C5,2023-03-10T21:28:00,2023-03-13T19:33:00,C2,7440884593,eng,,dw.com,,Ger,NATO,Christian,,,,,,,,,,,,,,,,,,,,EU
298,/Event/7440884593/7445189973,7445189973,AS,IN,C18,2023-03-10T21:28:00,2023-03-13T19:38:00,C17,7440884593,eng,,newindianexpress.com,,,,Hindu,,,,,,,,,,,,,,,,,,,,
299,/Event/7440884593/7445207890,7445207890,AU,AU,C4,2023-03-10T21:28:00,2023-03-13T19:55:00,C2,7440884593,eng,,au.news.yahoo.com,,Eng,,Christian,,,,,,,,,,,,,,,,,,,PIF,
300,/Event/7440884593/7445214046,7445214046,,,,2023-03-10T21:28:00,2023-03-13T20:01:00,,7440884593,eng,,abc.net.au,,,,,,,,,,,,,,,,,,,,,,,,
301,/Event/7440884593/7445216293,7445216293,AU,NZ,C4,2023-03-10T21:28:00,2023-03-13T20:03:00,C2,7440884593,eng,,citizen.co.za,,Eng,,Irreligion,,,,,,,,,,,,,,,,,,,PIF,
302,/Event/7440884593/7445245342,7445245342,,,,2023-03-10T21:28:00,2023-03-13T20:27:00,,7440884593,eng,,niyitabiti.net,,,,,,,,,,,,,,,,,,,,,,,,
303,/Event/7440884593/7445245342/7446177974,7446177974,,,,2023-03-13T20:27:00,2023-03-14T10:39:00,,7440884593,eng,,theglobalherald.com,,,,,,,,,,,,,,,,,,,,,,,,
304,/Event/7440884593/7445245195,7445245195,,,,2023-03-10T21:28:00,2023-03-13T20:27:00,,7440884593,eng,,poandpo.com,,,,,,,,,,,,,,,,,,,,,,,,
305,/Event/7440884593/7445265835,7445265835,,USA,C4,2023-03-10T21:28:00,2023-03-13T20:46:00,C2,7440884593,eng,,nypost.com,,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,NAFTA
306,/Event/7440884593/7445277208,7445277208,,GG,,2023-03-10T21:28:00,2023-03-13T20:56:00,,7440884593,eng,,guernseypress.com,,Spa,,,,,,,,,,,,,,,,,,,,,,
307,/Event/7440884593/7445312677,7445312677,EU,UK,C4,2023-03-10T21:28:00,2023-03-13T21:29:00,C2,7440884593,eng,Center-left,theguardian.com,ChatGPT,Eng,NATO,Christian,,,,,,,,,,,,,,,,,,,,
308,/Event/7440884593/7445333211,7445333211,,,,2023-03-10T21:28:00,2023-03-13T21:51:00,,7440884593,eng,,english.news.cn,,,,,,,,,,,,,,,,,,,,,,,,
309,/Event/7440884593/7445336127,7445336127,,,,2023-03-10T21:28:00,2023-03-13T21:56:00,,7440884593,eng,,sports.yahoo.com,,,,,,,,,,,,,,,,,,,,,,,,
310,/Event/7440884593/7445386283,7445386283,AF,ZW,,2023-03-10T21:28:00,2023-03-13T22:48:00,C8,7440884593,eng,Pro-government,herald.co.zw,ChatGPT,,,Christian,,,,,,,,,,,,,,,,,,,AU,
311,/Event/7440884593/7445438789,7445438789,,,,2023-03-10T21:28:00,2023-03-13T23:52:00,,7440884593,eng,,zwnews.com,,,,,,,,,,,,,,,,,,,,,,,,
312,/Event/7440884593/7445596375,7445596375,,,,2023-03-10T21:28:00,2023-03-14T03:04:00,,7440884593,eng,,chinadailyhk.com,,,,,,,,,,,,,,,,,,,,,,,,
