source.uri,con_name,country,lang-name,language,Political-Alignment,wiki-url,Cultural-Class,Economic-Class,Continent-name,Continent,Religions,2019Rank-From,SafetyandSecurity,PersonalFreedom,Governance,SocialCapital,InvestmentEnvironment,EnterpriseConditions,MarketAccessandInfrastructure,EconomicQuality,LivingConditions,Health,Education,NaturalEnvironment,PowerDistance,Individualism,Masculinity,UncertaintyAvoidance,LongTermOrientation,Indulgence,economicblocs-name,economicblocs,militarydefenseblocs-name,militarydefenseblocs,politicalregionalblocs-name,politicalregionalblocs,linguisticblocs-name,linguisticblocs
canarias7.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
candas365.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
cat.elpais.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
ccma.cat,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
cronicadecantabria.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
ctxt.es,Spain,ES,Spa-Eng,spa-eng,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
deportes.terra.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
deportes.terra.com.co,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
diaridegirona.cat,Spain,ES,Catalan,cat,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
diaridetarragona.com,Spain,ES,Spa-Cat,spa-cat,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
diariodeferrol.com,Spain,ES,,,,,,,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
ecodiario.eleconomista.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
efe.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
efeagro.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
eitb.eus,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
eldiario.ec,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
eldigitalcastillalamancha.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
eleconomista.net,Spain,ES,Spanish,spa,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
electricenergyonline.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
elespanol.com,Spain,ES,Spanish,spa,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
elidealgallego.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
elmirondesoria.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
elmundo.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
elperiodicodearagon.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
elperiodicoextremadura.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
entretenimiento.terra.cl,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
europapress.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
expansion.com,Spain,ES,Spanish,spa,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
guardian.co.tt,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
hayderecho.expansion.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
hola.com,Spain,ES,Spa-Eng-Por-5 more,spa-eng-por-tur,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
ib3.org,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
lasexta.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
lavanguardia.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
lne.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
melillahoy.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
mwcnews.net,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
mx.hola.com,Spain,ES,Spa-Eng-Por-5 more,spa-eng-por-tur,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
newsday.co.tt,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
noticias.terra.cl,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
noticias.terra.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
noticias.terra.com.ar,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
noticias.terra.com.mx,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
noticias.terra.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
noticiasdelacomarca.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
radiocataratas.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
radiointereconomia.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
sport.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
telemadrid.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
terra.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
terra.com.co,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
terra.es,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
tiempodehoy.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
tribunapalencia.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
tribunazamora.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
trinidadexpress.com,Spain,ES,,,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
tuotrodiario.hola.com,Spain,ES,Spa-Eng-Por-6 more,spa-eng-por-tur,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
us.marca.com,Spain,ES,Spa-Eng,spa-eng,,,C14,C2,Europe,EU,Christian,24,best,best,best,best,best,best,best,best,best,best,best,best,high,high,low,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,Spanish-speaking,Spa
chinatimes.com,Taiwan,TW,Chinese,chi,Pan-Blue,https:en.wikipedia.orgwikiChina_Times,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
chinatimes.net.cn,Taiwan,TW,Chinese,chi,Pan-Blue,https:en.wikipedia.orgwikiChina_Times,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
tw.appledaily.com,Taiwan,TW,Chinese,chi,Pan-Green,https:en.wikipedia.orgwikiApple_Daily_(Taiwan),C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
chinapost.com.tw,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
mdnkids.com,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
news.cts.com.tw,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
news.pts.org.tw,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
news.ttv.com.tw,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
setn.com,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
taipeitimes.com,Taiwan,TW,,,,,C16,C2,Asia,AS,Folk religion,20,best,best,best,best,best,best,best,best,best,best,best,average,high,low,low,high,high,low,,,,,,,,
habarileo.co.tz,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
ippmedia.comenthe-guardian,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
mwananchi.co.tz,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
raiatz.co.tz,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
tanzaniadaima.co.tz,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
thecitizen.co.tz,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
theeastafrican.co.ketanzania,Tanzania,TZ,,,Center,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
dailynews.co.tz,Tanzania,TZ,,,Government-owned,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
https:uhuru.co.tz,Tanzania,TZ,,,Pro-government,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
jamhuri-news.com,Tanzania,TZ,,,Pro-government,ChatGPT,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
jamiiforums.com,Tanzania,TZ,,,,,C20,C6,Africa,AF,Christian,117,average,average,average,worst,worst,average,worst,average,worst,worst,worst,average,high,low,low,high,high,low,African Continental Free Trade Area (AfCFTA),AfCFTA,,,African Union,AU,,
financialtribune.com,Iran,IR,English,eng,Center-right,https:en.wikipedia.orgwikiFinancial_Tribune,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
ettelaat.com,Iran,IR,,,Conservative,https:en.wikipedia.orgwikiEttela%27at,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:en.farsnews.ir,Iran,IR,English,eng,Conservative,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:kayhan.iren,Iran,IR,English,eng,Conservative,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
tasnimnews.comen,Iran,IR,English,eng,Conservative,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
kayhanlife.com,Iran,IR,,,Pro-Constitution-Principalist-Conservative,https:en.wikipedia.orgwikiKayhan,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:en.etemaad.ir,Iran,IR,English,eng,Reformist,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:en.hamshahrionline.ir,Iran,IR,English,eng,Reformist,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:en.sharghdaily.ir,Iran,IR,English,eng,Reformist,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:en.irna.ir,Iran,IR,English,eng,State-controlled,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
https:en.mehrnews.com,Iran,IR,English,eng,State-controlled,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
irna.iren,Iran,IR,English,eng,State-controlled,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
presstv.com,Iran,IR,English,eng,State-controlled,ChatGPT,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
alalam.ir,Iran,IR,,,,,,,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
donya-e-eqtesad.com,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
en.alalam.ir,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
en.farsnews.com,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
en.mehrnews.com,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
english.khabaronline.ir,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
entekhab.ir,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
iran-daily.com,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
iranian.com,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
irna.ir,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
isna.ir,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
tehrantimes.com,Iran,IR,,,,,C20,C5,Asia,AS,Muslim,126,worst,average,worst,worst,worst,worst,average,worst,average,average,average,worst,high,low,low,high,low,low,,,,,,,,
palermo.gds.it,Greece,GR,,,Center,https:en.wikipedia.orgwikiGiornale_di_Sicilia,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
avgi.gr,Greece,GR,,,Center-left,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
efsyn.gr,Greece,GR,,,Center-left,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
ethnos.gr,Greece,GR,,,Center-left,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
tanea.gr,Greece,GR,,,Center-left,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
tovima.gr,Greece,GR,,,Center-left,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
ikathimerini.com,Greece,GR,,,Center-right,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
kathimerini.gr,Greece,GR,,,Center-right,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
naftemporiki.gr,Greece,GR,,,Center-right,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
protothema.gr,Greece,GR,,,Center-right,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
skai.gr,Greece,GR,,,Center-right,ChatGPT,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
en.protothema.gr,Greece,GR,Greek,gre,Conservative-Liberalism-Pro-Democracy,https:en.wikipedia.orgwikiProto_Thema,C14,C4,Europe,EU,Christian,40,best,best,best,average,average,best,best,average,best,best,best,best,high,low,high,high,low,low,European Union (EU),EU,North Atlantic Treaty Organization (NATO),NATO,,,,
